"","MSSubClass","MSZoning","Street","LotShape","LandContour","LotConfig","LandSlope","BldgType","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","Heating","HeatingQC","CentralAir","Electrical","KitchenQual","FireplaceQu","GarageType","GarageFinish","GarageQual","PavedDrive","MoSold","SaleType","SaleCondition","Remod","IsNew","Location","Amenities1","Amenities2","Railroad","Amenities","NeighRich"
"113","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"10","New","Partial",0,1,3,0,0,0,0,1
"115","2 story 1945-","RL",1,3,"Lvl","Inside",1,"1Fam","Gambrel","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,5,2,"GasA",5,1,"SBrkr",4,3,"Detchd",1,3,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"116","2 story PUD 1946+","FV",1,4,"Lvl","Corner",2,"TwnhsE","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,1,6,1,"GasA",4,1,"SBrkr",3,2,"Detchd",1,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"117","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace","CBlock",3,3,1,2,4,"GasA",3,1,"SBrkr",3,1,"Attchd",1,3,2,"9","WD","Normal",0,0,1,0,0,0,0,1
"118","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"4","New","Partial",1,0,1,0,0,0,0,1
"119","2 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","Plywood","Plywood","None","PConc",4,3,2,6,1,"GasA",4,1,"SBrkr",4,3,"Attchd",1,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"120","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"7","New","Partial",1,0,3,0,0,0,0,1
"121","split/multi level","RL",1,3,"Low","CulDSac",0,"1Fam","Flat","Metal","Plywood","Plywood","None","CBlock",3,3,4,5,1,"GasA",5,1,"SBrkr",3,3,"Attchd",1,3,2,"10","WD","Normal",0,0,2,0,0,0,0,1
"122","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","AsbShng","None","PConc",3,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Detchd",1,3,1,"6","WD","Normal",1,0,1,0,0,0,0,0
"123","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Hip","CompShg","MetalSd","MetalSd","BrkFace","CBlock",3,3,1,4,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"124","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",0,0,3,0,0,0,0,1
"125","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",4,2,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"1","WD","Normal",1,0,3,0,0,0,0,1
"126","2 family conversion","RM",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,3,6,1,"GasA",4,0,"SBrkr",3,0,"No Garage",0,0,0,"6","WD","Normal",1,0,1,0,0,0,0,0
"127","1 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","Plywood","Plywood","None","CBlock",4,3,1,5,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"2","WD","Normal",0,0,2,0,0,0,0,1
"128","1,5 story unf","RM",1,3,"Bnk","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Sdng","None","BrkTil",3,3,1,2,1,"GasA",5,1,"SBrkr",3,3,"No Garage",0,0,0,"6","WD","Normal",1,0,2,0,0,0,0,1
"129","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,2,"Attchd",2,3,2,"7","WD","Normal",0,0,2,1,0,0,1,1
"131","2 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock",3,3,1,3,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"5","WD","Normal",0,0,2,0,0,0,0,1
"132","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"BuiltIn",2,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"133","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",4,0,"Detchd",1,3,2,"7","WD","Normal",1,0,2,0,0,0,0,1
"134","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"6","WD","Normal",1,0,4,0,0,0,0,1
"135","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",3,3,"Attchd",2,3,2,"7","WD","Normal",1,0,1,0,0,0,0,1
"136","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Plywood","Plywood","BrkFace","PConc",3,3,1,1,1,"GasA",4,1,"SBrkr",3,4,"Attchd",1,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"137","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","BrkFace","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",3,2,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"139","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",3,3,2,"12","WD","Normal",1,0,3,0,0,0,0,1
"140","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"8","WD","Normal",0,0,3,0,0,0,0,1
"141","1 story 1946+","RL",1,4,"Lvl","FR2",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,5,1,"GasA",3,1,"SBrkr",3,1,"No Garage",0,0,2,"4","ConLI","Normal",0,0,2,0,0,0,0,1
"142","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"143","1,5 story fin","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","BrkFace","Wd Sdng","None","CBlock",3,3,1,3,1,"GasA",2,1,"SBrkr",3,0,"Detchd",1,3,2,"6","WD","Normal",0,0,2,0,0,1,0,1
"144","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,4,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"146","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,2,"4","WD","Normal",1,0,1,0,0,0,0,1
"147","1 story 1945-","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,4,1,"GasA",3,1,"FuseA",3,0,"Detchd",1,2,2,"11","WD","Normal",1,0,2,0,0,0,0,1
"148","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"BuiltIn",3,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"149","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,0,"No Garage",0,0,2,"4","WD","Normal",1,0,3,0,0,0,0,1
"150","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",4,3,1,1,1,"GasA",4,1,"FuseA",3,0,"Detchd",1,2,2,"4","WD","Normal",1,0,2,0,0,0,0,1
"151","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,3,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"152","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,4,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"1","New","Partial",1,0,4,0,0,0,0,2
"153","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,3,1,"GasA",4,1,"SBrkr",3,4,"Attchd",2,3,2,"6","WD","Normal",0,0,3,0,0,0,0,1
"154","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Flat","CompShg","BrkFace","Plywood","None","CBlock",4,3,4,4,5,"GasA",4,1,"SBrkr",3,4,"Attchd",2,3,2,"3","WD","Normal",1,0,2,0,0,0,0,1
"156","1,5 story fin","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,1,1,"Grav",2,0,"FuseF",3,0,"No Garage",0,0,0,"4","WD","Normal",1,0,1,0,0,1,0,1
"157","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","None","CBlock",0,0,0,0,0,"GasA",3,1,"FuseF",3,0,"Detchd",1,3,2,"6","WD","Normal",0,0,2,0,0,0,0,1
"158","2 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,1,1,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"5","New","Partial",1,0,4,0,0,0,0,1
"159","2 story 1946+","FV",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"5","WD","Normal",1,0,4,0,0,0,0,1
"160","2 story 1946+","RL",1,3,"HLS","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"3","New","Partial",1,0,3,0,0,0,0,1
"161","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","PConc",4,3,1,4,1,"GasA",3,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"162","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"BuiltIn",3,3,2,"3","WD","Normal",1,0,4,0,0,0,0,2
"163","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,4,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"5","New","Partial",0,0,4,0,0,0,0,2
"164","1,5 story unf","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"No Garage",0,0,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"165","1 story unf attic","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",3,3,2,2,1,"GasA",4,1,"FuseA",4,0,"Detchd",1,3,2,"10","WD","Normal",1,0,2,0,0,0,0,1
"166","2 family conversion","RL",1,4,"Lvl","Inside",2,"2fmCon","Gable","CompShg","Wd Sdng","Wd Sdng","None","BrkTil",3,3,1,5,3,"GasA",4,1,"SBrkr",3,0,"No Garage",0,0,2,"9","WD","Normal",1,0,1,0,0,0,0,1
"167","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,2,4,"GasA",5,1,"FuseA",3,4,"Attchd",3,3,2,"11","COD","Normal",1,0,2,0,0,0,0,1
"168","2 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"11","New","Partial",0,1,4,0,0,0,0,2
"169","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,4,"Attchd",3,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"170","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","WdShake","Plywood","Plywood","BrkFace","CBlock",4,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"1","WD","Normal",0,0,4,0,0,0,0,1
"171","1,5 story fin","RM",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,3,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"172","1 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Hip","CompShg","BrkFace","Plywood","Stone","CBlock",3,4,4,4,1,"GasA",2,1,"SBrkr",3,4,"Attchd",3,3,1,"5","WD","Normal",0,0,2,0,0,0,0,1
"173","2 story PUD 1946+","RL",1,3,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,4,1,6,3,"GasA",4,1,"SBrkr",4,3,"Attchd",2,4,2,"6","WD","Normal",0,0,4,0,0,0,0,2
"174","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","BrkCmn","CBlock",3,3,1,5,3,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"6","COD","Normal",0,0,2,0,0,0,0,1
"175","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","Plywood","Stone","CBlock",4,2,1,5,2,"GasA",3,1,"SBrkr",3,3,"Attchd",3,3,2,"11","WD","Normal",0,0,4,0,0,0,0,1
"176","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","WdShing","Wd Shng","None","CBlock",3,4,3,5,1,"GasA",3,1,"SBrkr",4,4,"Attchd",1,3,2,"6","WD","Normal",1,0,1,0,0,0,0,1
"177","2 story 1946+","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","PConc",4,3,1,6,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"9","WD","Normal",1,0,2,0,0,0,0,1
"178","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","CBlock",3,3,1,5,4,"GasA",5,1,"SBrkr",4,4,"Attchd",1,3,2,"7","WD","Normal",0,0,1,0,0,0,0,1
"179","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","Stone","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"7","New","Partial",1,0,4,0,0,0,0,2
"180","1 story 1945-","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,2,0,"7","WD","Normal",1,0,2,0,0,0,0,1
"181","2 story PUD 1946+","FV",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","MetalSd","MetalSd","BrkFace","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Detchd",1,3,2,"6","WD","Normal",0,0,4,0,0,0,0,1
"182","2 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Stucco","Stucco","None","BrkTil",2,3,1,2,1,"GasA",4,1,"SBrkr",3,4,"Detchd",1,2,2,"7","WD","Normal",1,0,3,0,0,0,0,1
"183","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace","PConc",0,0,0,0,0,"GasA",5,1,"SBrkr",3,4,"Attchd",2,3,2,"6","WD","Normal",1,0,1,0,0,1,0,1
"184","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,0,"6","WD","Normal",0,0,2,0,0,0,0,1
"185","1,5 story fin","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","Plywood","None","PConc",2,3,1,1,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,1,0,1
"186","2,5 story all ages","RM",1,2,"Lvl","Inside",2,"1Fam","Gable","WdShngl","Wd Sdng","Wd Sdng","None","BrkTil",3,3,2,1,1,"GasA",5,1,"SBrkr",5,3,"Detchd",1,5,2,"6","WD","Normal",1,0,2,0,0,1,0,1
"187","split/multi level","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",1,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"188","1,5 story fin","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",2,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Detchd",1,2,0,"8","WD","Normal",1,0,2,0,0,0,0,1
"189","duplex all style/age","RL",1,4,"Bnk","Inside",2,"Duplex","Gable","CompShg","Plywood","Plywood","Stone","CBlock",4,3,3,6,1,"GasA",3,1,"SBrkr",3,3,"Detchd",1,3,2,"6","WD","Alloca",0,0,3,0,0,0,0,1
"190","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","CemntBd","CmentBd","None","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"8","WD","Normal",1,0,4,0,0,0,0,2
"191","2 story 1945-","RL",1,4,"Bnk","Inside",1,"1Fam","Hip","CompShg","BrkFace","BrkFace","None","CBlock",4,4,1,3,1,"GasA",3,1,"SBrkr",4,3,"Detchd",1,3,2,"12","WD","Normal",1,0,3,0,0,0,0,1
"192","2 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,5,1,"GasA",4,1,"SBrkr",4,0,"Attchd",3,3,2,"6","WD","Normal",1,0,2,0,0,0,0,1
"193","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"9","WD","Normal",0,0,3,0,0,0,0,1
"194","2 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"Twnhs","Gable","CompShg","VinylSd","VinylSd","Stone","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,0,"Detchd",1,3,2,"5","WD","Normal",0,0,1,0,0,0,0,1
"195","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","None","CBlock",3,3,3,5,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"196","2 story PUD 1946+","RL",1,4,"Lvl","FR2",2,"Twnhs","Gable","CompShg","Plywood","Brk Cmn","None","CBlock",4,3,1,5,1,"GasA",3,1,"SBrkr",3,3,"Attchd",1,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"197","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","CemntBd","CmentBd","Stone","PConc",5,3,1,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"9","New","Partial",0,1,4,0,0,0,0,1
"200","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","VinylSd","VinylSd","BrkFace","PConc",5,3,3,6,1,"GasA",5,1,"SBrkr",5,4,"Attchd",3,3,2,"1","WD","Normal",1,0,4,0,0,0,0,2
"201","1 story 1946+","RM",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Attchd",2,3,2,"3","WD","Normal",1,0,1,0,0,0,0,1
"202","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Plywood","Plywood","None","CBlock",3,3,1,5,2,"GasA",3,1,"SBrkr",3,2,"Detchd",1,3,2,"2","WD","Normal",0,0,2,0,0,0,0,1
"203","1,5 story fin","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","MetalSd","MetalSd","None","BrkTil",2,3,1,2,1,"GasA",4,1,"SBrkr",3,0,"Attchd",1,3,2,"5","COD","Normal",1,0,2,0,0,1,0,1
"204","1 story PUD 1946+","RM",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,4,"Attchd",2,3,2,"1","WD","Normal",0,0,3,0,0,0,0,1
"205","1,5 story fin","RM",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","AsbShng","AsbShng","None","CBlock",3,3,1,2,1,"GasA",3,1,"SBrkr",3,0,"Detchd",1,3,2,"4","WD","Normal",1,0,2,0,0,0,0,1
"206","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",3,0,"Attchd",2,3,2,"5","WD","Normal",0,0,3,0,0,0,0,1
"207","1 story 1946+","RL",1,3,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","None","CBlock",3,3,1,1,1,"GasA",3,1,"SBrkr",3,3,"Attchd",2,3,2,"3","WD","Normal",0,0,1,0,0,1,0,1
"208","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","Wd Sdng","Wd Sdng","None","PConc",3,3,1,5,3,"GasA",3,1,"SBrkr",3,1,"Attchd",2,3,2,"4","WD","Normal",0,0,2,0,0,0,0,1
"209","2 story 1946+","RL",1,3,"Low","Inside",1,"1Fam","Gable","CompShg","Plywood","Plywood","BrkFace","CBlock",4,3,4,6,1,"GasA",5,1,"SBrkr",3,4,"Attchd",3,3,2,"4","WD","Normal",1,0,3,0,0,0,0,1
"210","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Hip","CompShg","HdBoard","HdBoard","Stone","CBlock",4,3,1,3,1,"GasA",5,1,"SBrkr",3,0,"Attchd",2,3,2,"7","WD","Normal",0,0,2,0,0,0,0,1
"211","1 story 1945-","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","Stucco","Stucco","None","CBlock",3,3,1,3,1,"GasA",3,0,"FuseA",3,0,"No Garage",0,0,2,"4","WD","Normal",1,0,1,0,0,0,0,1
"212","1 story 1946+","RL",1,4,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"3","WD","Normal",0,0,1,0,0,0,0,1
"213","2 story 1946+","FV",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,6,1,"GasA",5,1,"SBrkr",4,3,"Attchd",2,3,2,"7","New","Partial",0,1,4,0,0,0,0,1
"214","1 story 1946+","RL",1,2,"Lvl","CulDSac",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,5,1,"GasA",5,1,"SBrkr",3,0,"Attchd",1,3,2,"7","WD","Normal",0,0,3,0,0,0,0,1
"215","2 story 1946+","RL",1,3,"Lvl","FR2",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",4,3,1,6,1,"GasA",5,1,"SBrkr",3,0,"Attchd",3,3,2,"3","WD","Normal",0,0,3,0,0,0,0,1
"216","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","HdBoard","HdBoard","BrkFace","CBlock",3,3,1,4,1,"GasA",3,1,"SBrkr",4,2,"Attchd",1,3,2,"5","WD","Normal",1,0,2,0,0,0,0,1
"217","1 story 1946+","RL",1,4,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,2,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",1,3,2,"4","WD","Normal",0,0,3,0,0,0,0,1
"219","1,5 story fin","RL",1,3,"Lvl","Corner",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","BrkFace","CBlock",3,3,1,4,1,"GasA",5,1,"SBrkr",4,3,"Attchd",1,3,2,"5","WD","Normal",1,0,3,0,0,0,0,1
"220","1 story PUD 1946+","RL",1,4,"Lvl","Inside",2,"TwnhsE","Gable","CompShg","VinylSd","VinylSd","BrkFace","PConc",4,3,3,6,1,"GasA",5,1,"SBrkr",4,0,"Attchd",3,3,2,"3","New","Partial",1,0,4,0,0,0,0,1
"221","1 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,2,1,1,"GasA",5,1,"SBrkr",4,0,"Attchd",2,3,2,"4","New","Partial",0,1,3,0,0,0,0,1
"222","2 story 1946+","RL",1,3,"Lvl","Inside",2,"1Fam","Gable","CompShg","VinylSd","VinylSd","None","PConc",4,3,1,1,1,"GasA",5,1,"SBrkr",4,3,"BuiltIn",2,3,2,"12","ConLI","Normal",0,0,3,0,0,0,0,1
